seed=1
rau theta phi
1 1.854786 0.341158
1 0.470358 3.582517
1 1.711612 5.886886
1 2.633870 5.864064
1 2.619123 5.563671
1 2.451162 2.260003
1 1.286358 2.022694
1 1.206645 3.393442
1 1.651049 1.103199
1 0.864736 6.065295
1 2.766964 1.022357
1 0.830409 4.523499
1 2.026255 6.193897
1 2.902607 1.011487
1 0.825712 4.046354
1 1.862928 4.150760
1 1.897822 5.895911
1 2.639810 0.456380
1 0.545766 4.886578
1 2.159696 1.201698
1 0.905252 2.782328
1 1.456188 3.119398
1 1.563732 0.826380
1 0.742242 3.127701
1 1.566374 2.141518
1 1.246825 2.401707
1 1.333050 2.301615
1 1.300130 3.950300
1 1.831147 4.557500
1 2.038343 5.878228
1 2.628230 4.858095
1 2.148832 0.008174
1 0.072155 5.441479
1 2.392162 3.176330
1 1.581854 2.641724
1 1.411004 2.469480
1 1.355190 4.116964
1 1.886484 3.380151
1 1.646805 3.920264
1 1.821266 2.390157
1 1.329266 2.973153
1 1.517155 5.900657
1 2.642961 4.836698
1 2.140721 4.812958
1 2.131771 1.657164
1 1.078662 4.885792
1 2.159395 0.552414
1 0.602077 4.161088
1 1.901296 3.557085
1 1.703440 5.708701
1 2.527221 1.902137
1 1.165239 0.373896
1 0.492856 0.889924
1 0.771697 2.976062
1 1.518082 4.521639
1 2.025596 0.060096
1 0.195911 4.726361
1 2.099538 3.915659
1 1.819753 0.405475
1 0.513698 3.841125
1 1.795347 4.342375
1 1.962995 3.100655
1 1.557765 6.258425
1 3.015959 4.823544
1 2.135756 3.655729
1 1.735191 4.854365
1 2.147415 0.155634
1 0.316083 1.927337
1 1.173952 2.930170
1 1.503447 6.043333
1 2.748301 2.602381
1 1.398306 0.972446
1 0.808671 1.339618
1 0.959919 2.304683
1 1.301144 5.247113
1 2.305285 3.731400
1 1.759659 1.164739
1 0.890206 3.641540
1 1.730614 5.136254
1 2.258702 0.336634
1 0.467170 2.935333
1 1.505094 4.846653
1 2.144489 2.478370
1 1.358086 2.727683
1 1.438661 2.047277
1 1.215006 1.864697
1 1.152233 5.722907
1 2.535110 1.895577
1 1.162965 3.209301
1 1.592350 3.866718
1 1.803711 0.947039
1 0.797430 1.575728
1 1.049009 5.919430
1 2.655603 6.182436
1 2.887654 3.161556
1 1.577151 5.661667
1 2.501708 3.080470
1 1.551339 0.014683
1 0.096720 1.732390
1 1.105639 6.282401
1 3.119255 5.677568
1 2.510234 0.157032
1 0.317512 0.296480
1 0.437939 0.366704
1 0.487995 5.669018
1 2.505637 0.970324
1 0.807736 3.361577
1 1.640877 5.901232
1 2.643343 1.923533
1 1.172639 1.831596
1 1.140671 2.302909
1 1.300558 0.576452
1 0.615457 6.034746
1 2.741229 2.798090
1 1.461237 4.143847
1 1.895499 2.807408
1 1.464220 3.667384
1 1.738952 5.959256
1 2.683483 3.248140
1 1.604718 3.170331
1 1.579944 2.336778
1 1.311728 4.321083
1 1.955671 3.383439
1 1.647855 2.636734
1 1.409395 0.278814
1 0.424485 5.050287
1 2.223777 0.631032
1 0.644939 6.025076
1 2.733404 3.645976
1 1.732045 4.303925
1 1.949786 4.031941
1 1.858141 0.682943
1 0.671945 5.128406
1 2.255473 0.379688
1 0.496739 3.984992
1 1.842593 3.290632
1 1.618255 1.055126
1 0.844449 2.352500
1 1.316901 4.673660
1 2.080218 4.102807
1 1.881747 4.209893
1 1.917767 0.724037
1 0.692689 4.647845
1 2.070830 3.765698
1 1.770786 5.852972
1 2.612091 1.344737
1 0.961907 0.384154
1 0.499713 3.638753
1 1.729715 2.280059
1 1.293002 6.082497
1 2.782224 1.104638
1 0.865338 5.114276
1 2.249680 1.662819
1 1.080703 5.679639
1 2.511351 3.544427
1 1.699376 0.303367
1 0.443080 3.020651
1 1.532290 6.231482
1 2.959918 4.394947
1 1.981173 0.742009
1 0.701599 5.110621
1 2.248186 3.068507
1 1.547530 0.012785
1 0.090247 1.246046
1 0.923075 0.443534
1 0.537837 2.621390
1 1.404444 0.000039
1 0.005006 0.661692
1 0.661003 6.110255
1 2.808252 2.671707
1 1.420664 3.745879
1 1.764353 5.755062
1 2.553307 1.978017
1 1.191381 0.203297
1 0.361723 5.049357
1 2.223404 3.848055
1 1.797610 1.430102
1 0.994664 2.538122
1 1.377504 1.675741
1 1.085359 2.951195
1 1.510154 1.271209
1 0.933081 2.386110
1 1.327938 4.057691
1 1.866699 6.195925
1 2.905350 3.686933
1 1.745267 1.514226
1 1.026277 2.696417
1 1.428614 4.343392
1 1.963345 1.342198
1 0.960921 1.694615
1 1.092139 5.990848
1 2.706773 0.136211
1 0.295548 2.221930
1 1.273708 3.013227
1 1.529925 0.839161
1 0.748241 4.318721
1 1.954860 1.386315
1 0.977952 1.741040
1 1.108718 0.859678
1 0.757791 3.565599
1 1.706175 4.288252
1 1.944422 4.510315
1 2.021588 4.522302
1 2.025831 4.929595
1 2.176255 1.630480
1 1.068999 2.507366
1 1.367519 6.265299
1 3.034833 0.975431
1 0.809983 1.235597
1 0.918897 0.743633
1 0.702399 0.980903
1 0.812385 5.239811
1 2.302158 0.384788
1 0.500134 1.738977
1 1.107984 3.890059
1 1.811354 3.677629
1 1.742261 2.210892
1 1.270031 5.992469
1 2.708000 2.253338
1 1.284147 3.096225
1 1.556355 0.920129
1 0.785388 1.693705
1 1.091813 3.272841
1 1.612586 3.631089
1 1.727245 5.422338
1 2.383260 1.911444
1 1.168461 5.991592
1 2.707336 0.075464
1 0.219626 5.403990
1 2.374805 1.411598
1 0.987624 5.700459
1 2.522685 1.610125
1 1.061593 5.970742
1 2.691821 1.511038
1 1.025090 5.666387
1 2.504228 0.727263
1 0.694295 2.309423
1 1.302709 3.233751
1 1.600136 0.105204
1 0.259523 2.593100
1 1.395306 2.057739
1 1.218556 1.765132
1 1.117267 3.663226
1 1.737610 5.191536
1 2.281698 5.843895
1 2.606399 5.880508
1 2.629710 5.481332
1 2.410975 0.688588
1 0.674826 5.758502
1 2.555283 3.240794
1 1.602378 5.369188
1 2.358969 0.838208
1 0.747795 0.855966
1 0.756070 4.002795
1 1.848480 0.903843
1 0.778030 4.431026
1 1.993732 3.943999
1 1.829072 5.468157
1 2.404712 5.444752
1 2.393692 1.641027
1 1.072824 3.838633
1 1.794533 0.153099
1 0.313477 3.316723
1 1.626571 6.024623
1 2.733041 2.306962
1 1.301896 5.863565
1 2.618805 3.455420
1 1.670858 6.046279
1 2.750756 1.860517
1 1.150776 4.584657
1 2.048050 3.629068
1 1.726594 2.865205
1 1.482706 1.175801
1 0.894728 1.077331
1 0.853865 4.846340
1 2.144371 3.500126
1 1.685170 3.446213
1 1.667913 2.101009
1 1.233192 0.162801
1 0.323342 3.017575
1 1.531310 4.797521
1 2.125979 6.107660
1 2.805737 3.047508
1 1.540844 5.226249
1 2.296373 4.928428
1 2.175803 0.862841
1 0.759255 0.183694
1 0.343658 2.299457
1 1.299418 5.391704
1 2.369185 2.278474
1 1.292478 4.587674
1 2.049132 4.067540
1 1.869978 2.088792
1 1.229067 2.174363
1 1.257834 1.506639
1 1.023451 0.850423
1 0.753495 5.101970
1 2.244657 2.176180
1 1.258442 0.638864
1 0.649075 5.708661
1 2.527199 1.223037
1 0.913858 3.283927
1 1.616118 1.458556
1 1.005427 3.237934
1 1.601467 1.282351
1 0.937488 1.151088
1 0.884602 0.415154
1 0.519933 3.150745
1 1.573710 6.164865
1 2.866270 3.156930
1 1.575679 3.313880
1 1.625665 2.220392
1 1.273196 2.291034
1 1.296633 2.053625
1 1.217161 1.738227
1 1.107717 3.851129
1 1.798614 2.838591
1 1.474198 6.250472
1 2.997157 3.117805
1 1.563224 5.469677
1 2.405433 5.861424
1 2.617442 5.174906
1 2.274733 2.800849
1 1.462120 0.243847
1 0.396596 1.698635
1 1.093581 4.445054
1 1.998634 0.943939
1 0.796050 6.023688
1 2.732292 5.443388
1 2.393054 3.841964
1 1.795621 5.884226
1 2.632131 5.129848
1 2.256065 5.771749
1 2.562948 5.963936
1 2.686863 0.219963
1 0.376428 2.400886
1 1.332781 1.082005
1 0.855836 1.714552
1 1.099276 1.787453
1 1.125156 1.811848
1 1.133744 3.416267
1 1.658340 1.453504
1 1.003522 0.012389
1 0.088839 0.878918
1 0.766660 0.198925
1 0.357770 0.685111
1 0.673053 3.862997
1 1.802494 1.237104
1 0.919500 0.949247
1 0.798412 0.995025
1 0.818560 3.837334
1 1.794109 3.451465
1 1.669592 2.401792
1 1.333078 3.737855
1 1.761751 2.845580
1 1.476433 4.335360
1 1.960580 4.586425
1 2.048684 1.921982
1 1.172103 0.893821
1 0.773474 5.643206
1 2.491930 0.674275
1 0.667500 3.961980
1 1.834997 6.084899
1 2.784404 3.772503
1 1.772996 0.829046
1 0.743496 3.950824
1 1.831320 0.804484
1 0.731872 5.825561
1 2.595064 5.608783
1 2.474027 0.187522
1 0.347257 3.813458
1 1.786322 4.301830
1 1.949068 0.243970
1 0.396698 3.774783
1 1.773737 1.463151
1 1.007159 5.070126
1 2.231752 1.050985
1 0.842685 1.879336
1 1.157327 0.429232
1 0.528883 1.006568
1 0.823580 3.046006
1 1.540365 5.107329
1 2.246842 4.293027
1 1.946055 3.095850
1 1.556235 0.888076
1 0.770853 3.324554
1 1.629068 5.701274
1 2.523132 2.731386
1 1.439850 1.448445
1 1.001611 2.957568
1 1.512186 1.562968
1 1.044318 5.094071
1 2.241444 1.376973
1 0.974362 1.818992
1 1.136252 4.102635
1 1.881690 1.311153
1 0.948814 1.418106
1 0.990104 1.992993
1 1.196508 0.573987
1 0.614097 2.314841
1 1.304497 0.049674
1 0.178066 5.498436
1 2.419171 5.414821
1 2.379787 1.246278
1 0.923167 4.343123
1 1.963253 3.112342
1 1.561486 1.618936
1 1.064803 3.263633
1 1.609653 5.951253
1 2.677756 0.676388
1 0.668586 1.767369
1 1.118059 3.561680
1 1.704916 1.250922
1 0.925019 0.714378
1 0.687860 5.666661
1 2.504375 5.341702
1 2.346637 3.836009
1 1.793677 0.043301
1 0.166223 5.201367
1 2.285835 1.412014
1 0.987783 0.123314
1 0.281110 5.363490
1 2.356400 5.594058
1 2.466492 4.036253
1 1.859572 4.034145
1 1.858873 0.024250
1 0.124329 5.440630
1 2.391765 1.481203
1 1.013942 0.591887
1 0.623917 1.562613
1 1.044187 5.411550
1 2.378280 2.823085
1 1.469238 3.258641
1 1.608063 3.737867
1 1.761755 3.051965
1 1.542263 4.738093
1 2.103869 0.034491
1 0.148317 1.636748
1 1.071273 1.045217
1 0.840223 5.465423
1 2.403418 3.478173
1 1.678139 5.188563
1 2.280450 6.128977
1 2.826973 3.182413
1 1.583790 4.336441
1 1.960951 3.891219
1 1.811734 4.332854
1 1.959717 0.165340
1 0.325876 1.703672
1 1.095385 1.140753
1 0.880343 2.644566
1 1.411920 6.245141
1 2.985808 1.472247
1 1.010580 0.864857
1 0.760187 2.648378
1 1.413149 1.206431
1 0.907165 0.642390
1 0.650930 2.143031
1 1.247333 2.706506
1 1.431857 4.274324
1 1.939664 2.899271
1 1.493586 1.952446
1 1.182603 3.974474
1 1.839119 2.448210
1 1.348253 4.761820
1 2.112661 2.980063
1 1.519357 2.655276
1 1.415372 4.041832
1 1.861426 3.557519
1 1.703580 0.438306
1 0.534580 2.719511
1 1.436036 2.925176
1 1.501854 3.789133
1 1.778403 3.869830
1 1.804729 2.985503
1 1.521091 6.108687
1 2.806730 1.453933
1 1.003684 0.952745
1 0.799965 3.234654
1 1.600423 2.708487
1 1.432494 6.150094
1 2.849473 6.226146
1 2.950746 2.673659
1 1.421292 5.133493
1 2.257565 4.208555
1 1.917314 3.365038
1 1.641981 1.237535
1 0.919673 1.906520
1 1.166757 4.915269
1 2.170719 5.895956
1 2.639841 1.223601
1 0.914085 0.190341
1 0.349883 0.914160
1 0.782698 1.898650
1 1.164031 4.592416
1 2.050833 2.090714
1 1.229716 3.065511
1 1.546576 6.208702
1 2.923405 4.805175
1 2.128848 2.795237
1 1.460323 0.176701
1 0.336989 4.144299
1 1.895651 4.127293
1 1.889945 1.050915
1 0.842655 0.689460
1 0.675270 1.561087
1 1.043625 4.889694
1 2.160889 3.314661
1 1.625914 2.789816
1 1.458587 3.316422
1 1.626475 0.968498
1 0.806932 4.095302
1 1.879239 3.732132
1 1.759896 0.900901
1 0.776694 5.246111
1 2.304856 5.733861
1 2.541254 3.783933
1 1.776712 4.444698
1 1.998510 1.253894
1 0.926203 0.399447
1 0.509780 3.065284
1 1.546504 2.387252
1 1.328313 4.399330
1 1.982695 5.303495
1 2.329739 2.570267
1 1.387920 1.583563
1 1.051884 5.658581
1 2.500065 1.483102
1 1.014654 1.098638
1 0.862827 4.813952
1 2.132145 5.804970
1 2.582580 5.115134
1 2.250031 3.511716
1 1.688884 3.448513
1 1.668648 3.055437
1 1.543369 0.258899
1 0.408821 3.346191
1 1.635968 4.916262
1 2.171102 3.729056
1 1.758899 5.752387
1 2.551774 0.994437
1 0.818303 0.234668
1 0.388963 4.514723
1 2.023147 3.208850
1 1.592207 2.557110
1 1.383660 0.367866
1 0.488784 0.069187
1 0.210257 0.430316
1 0.529566 0.368651
1 0.489315 0.691228
1 0.676170 6.139399
1 2.837876 2.410632
1 1.335972 1.512951
1 1.025803 0.120139
1 0.277444 2.272003
1 1.290335 2.630669
1 1.407439 5.156773
1 2.267186 5.909086
1 2.648600 1.976713
1 1.190934 3.417427
1 1.658710 2.097223
1 1.231914 5.633313
1 2.486743 4.056773
1 1.866393 3.332952
1 1.631746 2.322399
1 1.306990 1.419167
1 0.990508 0.962614
1 0.804335 5.739634
1 2.544515 0.292802
1 0.435171 1.392420
1 0.980293 3.819268
1 1.788216 1.421939
1 0.991562 3.567282
1 1.706716 1.151219
1 0.884656 2.618467
1 1.403501 1.153543
1 0.885612 3.978733
1 1.840525 4.902468
1 2.165791 4.374729
1 1.974166 0.243090
1 0.395972 1.543801
1 1.037247 3.388827
1 1.649575 5.223886
1 2.295368 2.907995
1 1.496371 4.058056
1 1.866820 6.061769
1 2.763908 4.583659
1 2.047693 5.708339
1 2.527022 2.104204
1 1.234269 3.584397
1 1.712216 6.063726
1 2.765601 6.055362
1 2.758416 3.719607
1 1.755838 4.025929
1 1.856146 0.168415
1 0.328920 3.121799
1 1.564496 3.479640
1 1.678609 4.706422
1 2.092203 1.823379
1 1.137791 2.433159
1 1.343338 3.125870
1 1.565792 2.778517
1 1.454967 1.898723
1 1.164056 5.830090
1 2.597844 0.046102
1 0.171526 1.999596
1 1.198765 4.733224
1 2.102070 6.178669
1 2.882925 2.693203
1 1.427580 0.591048
1 0.623460 0.035466
1 0.150402 5.454544
1 2.398287 2.844751
1 1.476168 2.975210
1 1.517810 2.759093
1 1.448740 2.167795
1 1.255636 4.228550
1 1.924089 0.125070
1 0.283118 3.468262
1 1.674967 1.966568
1 1.187454 2.559998
1 1.384595 4.916599
1 2.171232 3.114317
1 1.562114 3.389374
1 1.649750 1.853349
1 1.148276 3.489403
1 1.681735 5.425728
1 2.384831 2.350104
1 1.316113 2.098440
1 1.232325 0.956241
1 0.801515 5.443155
1 2.392945 6.207710
1 2.921951 0.692086
1 0.676607 1.721928
1 1.101910 0.091061
1 0.241357 3.644177
1 1.731464 5.468812
1 2.405023 3.894361
1 1.812764 0.586861
1 0.621173 5.051711
1 2.224348 5.715309
1 2.530880 6.150380
1 2.849790 4.761721
1 2.112624 1.306900
1 0.947148 5.336678
1 2.344399 1.081901
1 0.855793 6.254648
1 3.006703 4.175212
1 1.906053 2.177179
1 1.258776 4.853695
1 2.147160 1.451841
1 1.002894 3.491528
1 1.682416 3.451813
1 1.669704 1.973179
1 1.189722 0.561347
1 0.607079 3.491771
1 1.682494 1.248786
1 0.924168 2.506593
1 1.367268 5.841726
1 2.605046 0.836473
1 0.746982 3.108545
1 1.560277 0.625202
1 0.641846 2.278790
1 1.292583 3.614600
1 1.721934 4.746455
1 2.106962 2.344626
1 1.314311 4.276061
1 1.940257 0.690654
1 0.675878 2.783983
1 1.456718 5.811228
1 2.586348 3.473350
1 1.676595 5.806057
1 2.583233 4.529735
1 2.028467 4.187681
1 1.910259 4.395659
1 1.981421 0.157308
1 0.317793 4.930343
1 2.176544 1.625792
1 1.067296 5.394609
1 2.370511 0.831349
1 0.744579 4.964311
1 2.189757 0.755336
1 0.708146 2.899436
1 1.493639 4.714727
1 2.095255 3.171316
1 1.580258 0.046548
1 0.172357 3.215280
1 1.594254 3.822181
1 1.789166 0.106650
1 0.261311 1.762460
1 1.116320 2.726509
1 1.438284 1.173471
1 0.893777 5.886510
1 2.633624 5.829257
1 2.597331 4.894145
1 2.162595 2.716157
1 1.434959 3.105918
1 1.559440 0.456493
1 0.545836 0.504923
1 0.574842 3.933185
1 1.825514 5.937768
1 2.668252 0.241394
1 0.394570 4.447401
1 1.999456 2.705321
1 1.431476 3.198754
1 1.588992 2.525715
1 1.373479 0.496564
1 0.569930 1.685797
1 1.088975 2.307080
1 1.301935 1.553458
1 1.040813 2.338342
1 1.312242 5.467898
1 2.404590 1.093298
1 0.860587 3.030410
1 1.535398 0.603037
1 0.629966 0.466166
1 0.551738 6.000657
1 2.714246 1.636458
1 1.071168 2.444634
1 1.347086 1.221575
1 0.913270 3.838993
1 1.794651 6.207369
1 2.921453 1.239506
1 0.920461 3.612244
1 1.721176 2.853236
1 1.478880 1.067834
1 0.849847 2.306240
1 1.301658 0.008510
1 0.073619 4.789810
1 2.123093 2.164963
1 1.254687 0.612903
1 0.635278 2.920349
1 1.500314 4.348158
1 1.964988 6.050363
1 2.754182 1.384958
1 0.977431 4.062996
1 1.868464 1.111400
1 0.868162 5.681601
1 2.512412 5.096924
1 2.242603 5.330351
1 2.341588 1.546594
1 1.038279 0.064513
1 0.203007 3.567758
1 1.706869 2.878319
1 1.486895 1.663421
1 1.080920 3.220454
1 1.595901 2.805283
1 1.463540 5.651036
1 2.496062 0.332486
1 0.464230 2.333872
1 1.310770 5.741309
1 2.545464 3.313609
1 1.625578 3.962752
1 1.835251 0.211960
1 0.369436 6.131055
1 2.829117 0.407248
1 0.514845 2.220832
1 1.273342 3.402665
1 1.653994 5.327436
1 2.340295 2.823624
1 1.469410 6.038862
1 2.744604 2.866204
1 1.483025 5.392697
1 2.369638 0.116590
1 0.273289 5.452448
1 2.397301 5.322410
1 2.338071 0.041536
1 0.162791 0.657723
1 0.658942 2.220633
1 1.273276 0.051077
1 0.180569 3.938685
1 1.827323 4.130873
1 1.891145 4.675150
1 2.080761 4.018538
1 1.853695 1.614853
1 1.063316 3.761419
1 1.769396 3.049082
1 1.541345 0.263613
1 0.412580 0.897880
1 0.775321 4.734910
1 2.102693 3.089779
1 1.554303 5.673931
1 2.508275 1.856832
1 1.149491 5.483896
1 2.412199 6.082099
1 2.781864 0.697432
1 0.679319 3.592312
1 1.714762 0.867959
1 0.761619 4.516944
1 2.023933 2.829910
1 1.471421 4.870384
1 2.153509 5.482312
1 2.411443 4.596668
1 2.052359 4.437674
1 1.996054 2.581322
1 1.391497 5.163081
1 2.269806 5.110006
1 2.247935 5.295687
1 2.326320 3.294831
1 1.619593 2.521419
1 1.372084 3.688877
1 1.745896 2.775314
1 1.453941 4.626214
1 2.063001 4.646600
1 2.070379 1.705458
1 1.096024 6.028127
1 2.735858 4.657971
1 2.074507 4.314311
1 1.953347 2.673508
1 1.421244 2.598153
1 1.396940 5.306346
1 2.330991 0.228461
1 0.383719 0.712878
1 0.687108 5.593326
1 2.466119 4.301222
1 1.948860 2.588973
1 1.393972 1.807483
1 1.132210 5.442505
1 2.392641 1.565545
1 1.045266 4.411225
1 1.986831 4.156922
1 1.899894 2.647940
1 1.413008 0.119485
1 0.276684 3.852636
1 1.799107 3.029748
1 1.535188 2.041605
1 1.213079 0.785638
1 0.722849 3.238756
1 1.601729 2.543415
1 1.379221 2.672786
1 1.421011 3.029922
1 1.535243 4.968129
1 2.191250 2.094964
1 1.231151 5.372148
1 2.360306 0.314777
1 0.451478 0.012486
1 0.089187 2.515052
1 1.370016 3.499402
1 1.684938 3.828463
1 1.791215 5.164806
1 2.270523 2.691807
1 1.427131 2.269015
1 1.289345 2.681877
1 1.423937 5.011407
1 2.208287 0.624126
1 0.641273 3.042889
1 1.539373 2.990924
1 1.522819 2.980866
1 1.519613 3.575069
1 1.709218 0.083024
1 0.230410 0.511540
1 0.578705 2.055159
1 1.217681 2.390445
1 1.329360 1.516546
1 1.027140 3.996738
1 1.846476 5.927359
1 2.661034 1.217396
1 0.911589 2.724593
1 1.437668 0.374819
1 0.493477 3.839593
1 1.794846 3.719318
1 1.755745 5.447229
1 2.394852 5.564957
1 2.451804 5.018030
1 2.210913 5.122421
1 2.253016 0.328532
1 0.461411 4.997944
1 2.202964 0.540631
1 0.595422 0.898124
1 0.775433 2.554552
1 1.382831 1.354463
1 0.965676 0.486860
1 0.564180 1.951752
1 1.182364 4.866173
1 2.151905 3.824878
1 1.790045 1.454613
1 1.003941 6.097966
1 2.796497 3.483804
1 1.679942 5.566738
1 2.452696 3.535721
1 1.696583 4.779825
1 2.119364 3.991234
1 1.844656 1.388912
1 0.978948 1.409545
1 0.986841 2.618586
1 1.403539 3.138080
1 1.569678 0.651887
1 0.655902 4.676197
1 2.081143 2.762301
1 1.449769 5.818790
1 2.590931 4.910851
1 2.169016 0.747229
1 0.704169 4.868124
1 2.152648 5.201674
1 2.285964 0.295694
1 0.437349 6.019931
1 2.729297 5.127328
1 2.255030 1.112020
1 0.868420 3.528379
1 1.694227 0.764538
1 0.712638 0.476104
1 0.557744 3.389364
1 1.649746 1.681976
1 1.087602 0.918376
1 0.784599 3.637862
1 1.729428 6.146972
1 2.846042 4.022210
1 1.854913 0.499049
1 0.571395 5.754251
1 2.552842 0.907603
1 0.779733 4.788884
1 2.122747 5.462042
1 2.401820 3.202871
1 1.590303 2.600812
1 1.397799 6.007713
1 2.719698 0.854524
1 0.755401 4.898394
1 2.164226 5.019204
1 2.211378 5.994261
1 2.709359 0.946779
1 0.797314 3.482823
1 1.679628 1.651233
1 1.076518 5.722334
1 2.534790 4.833575
1 2.139541 2.587779
1 1.393586 0.586356
1 0.620897 2.858192
1 1.480464 2.674750
1 1.421643 4.608235
1 2.056518 4.072198
1 1.871530 4.973860
1 2.193494 4.177184
1 1.906717 3.903409
1 1.815732 1.857086
1 1.149579 3.456176
1 1.671100 6.189606
1 2.896905 4.300035
1 1.948453 1.488177
1 1.016555 4.708187
1 2.092851 0.056300
1 0.189603 3.753526
1 1.766834 2.324866
1 1.307803 5.183034
1 2.278132 1.164974
1 0.890302 1.313560
1 0.949757 4.177289
1 1.906753 5.660218
1 2.500936 3.861542
1 1.802018 1.921450
1 1.171920 4.522131
1 2.025771 2.052689
1 1.216843 4.855278
1 2.147761 2.923504
1 1.501321 0.815779
1 0.737236 0.884591
1 0.769260 1.309506
1 0.948169 5.153002
1 2.265622 5.370363
1 2.359499 1.740535
1 1.108538 4.951507
1 2.184762 5.474070
1 2.407517 4.295755
1 1.946988 4.955572
1 2.186346 4.681728
1 2.083162 1.471738
1 1.010389 4.891579
1 2.161611 3.576474
1 1.709669 4.849092
1 2.145414 5.782602
1 2.569296 6.174015
1 2.877195 6.147821
1 2.846972 5.731697
1 2.540036 5.118924
1 2.251582 4.378776
1 1.975567 5.430231
1 2.386921 2.631824
1 1.407811 5.722058
1 2.534636 0.202859
1 0.361328 3.957691
1 1.833583 3.114799
1 1.562268 5.218953
1 2.293273 1.682133
1 1.087658 3.555065
1 1.702792 3.164502
1 1.578089 4.901461
1 2.165404 0.009917
1 0.079476 3.304509
1 1.622678 1.812254
1 1.133887 3.956687
1 1.833252 5.085789
1 2.238083 0.397698
1 0.508637 5.077694
1 2.234807 2.587573
1 1.393519 3.409327
1 1.656122 4.190224
1 1.911117 3.151633
1 1.573992 2.250892
1 1.283335 5.960749
1 2.684559 3.201341
1 1.589816 2.031699
1 1.209711 3.936916
1 1.826741 5.809881
1 2.585535 5.967466
1 2.689428 3.002871
1 1.526626 2.713927
1 1.434242 3.325728
1 1.629442 0.302861
1 0.442704 0.801413
1 0.730408 4.483605
1 2.012163 1.711879
1 1.098321 0.844048
1 0.750525 4.773527
1 2.117016 4.952246
1 2.185050 5.320334
1 2.337153 2.841091
1 1.474997 4.298530
1 1.947938 1.328393
1 0.955550 2.138181
1 1.245704 2.867218
1 1.483349 3.589197
1 1.713760 5.049098
1 2.223300 5.774819
1 2.564738 1.026788
1 0.832318 3.599361
1 1.717029 6.238357
1 2.972457 0.548947
1 0.600126 2.444431
1 1.347020 4.085114
1 1.875837 2.146772
1 1.248589 2.753434
1 1.446925 1.309726
1 0.948255 2.566365
1 1.386657 5.110304
1 2.248057 4.023091
1 1.855205 2.738047
1 1.441988 0.314134
1 0.451009 1.782196
1 1.123300 1.423731
1 0.992244 2.284670
1 1.294529 1.907914
1 1.167239 3.222600
1 1.596585 1.177360
1 0.895364 2.131747
1 1.243543 1.554006
1 1.041015 5.261021
1 2.311267 5.004467
1 2.205540 3.362518
1 1.641177 2.866401
1 1.483088 2.418761
1 1.338632 6.192372
1 2.900566 0.524938
1 0.586456 1.045307
1 0.840261 0.695043
1 0.678108 1.144061
1 0.881708 1.683375
1 1.088104 5.580194
1 2.459462 3.504688
1 1.686632 4.715996
1 2.095722 5.654113
1 2.497692 1.782822
1 1.123521 5.660797
1 2.501244 1.026663
1 0.832265 1.504625
1 1.022700 4.688299
1 2.085563 5.101022
1 2.244271 5.093926
1 2.241385 5.223757
1 2.295313 0.742988
1 0.702082 2.712207
1 1.433690 5.838588
1 2.603096 4.650524
1 2.071802 4.808829
1 2.130220 1.374748
1 0.973506 2.118416
1 1.239058 3.695659
1 1.748088 3.649783
1 1.733272 5.452952
1 2.397538 1.223844
1 0.914183 4.286333
1 1.943766 3.679160
1 1.742755 2.811673
1 1.465586 6.243251
1 2.981978 1.129640
1 0.875746 4.356236
1 1.967774 3.577980
1 1.710154 5.035086
1 2.217699 2.758318
1 1.448492 1.714619
1 1.099300 2.922499
1 1.501000 2.787161
1 1.457737 2.675146
1 1.421771 4.986822
1 2.198583 2.107039
1 1.235225 0.979064
1 0.811579 5.752202
1 2.551668 4.174759
1 1.905900 0.844803
1 0.750877 4.890299
1 2.161121 0.917534
1 0.784219 2.054999
1 1.217627 5.986930
1 2.703822 3.410342
1 1.656447 2.410966
1 1.336082 0.846726
1 0.751774 5.799200
1 2.579127 2.384646
1 1.327458 4.586743
1 2.048798 0.995378
1 0.818713 3.477859
1 1.678039 6.194534
1 2.903466 5.442399
1 2.392591 6.067923
1 2.769257 1.210195
1 0.908685 1.071011
1 0.851193 5.438444
1 2.390744 2.427075
1 1.341350 1.414925
1 0.988893 5.079753
1 2.235639 5.768435
1 2.561022 0.534053
1 0.591678 3.436465
1 1.664796 1.637165
1 1.071424 1.764878
1 1.117177 5.674866
1 2.508778 5.003248
1 2.205058 1.720162
1 1.101280 1.835962
1 1.142199 0.290932
1 0.433757 1.381495
1 0.976101 2.424723
1 1.340581 5.856919
1 2.614583 4.852126
1 2.146565 0.219905
1 0.376378 1.434263
1 0.996243 3.354623
1 1.638658 2.130383
1 1.243084 3.762615
1 1.769784 4.290026
1 1.945028 2.909053
1 1.496709 2.986469
1 1.521399 3.507477
1 1.687526 1.322199
1 0.953134 4.859443
1 2.149344 3.824585
1 1.789949 2.809773
1 1.464978 5.724501
1 2.536001 3.563199
1 1.705404 1.652498
1 1.076975 1.847446
1 1.146215 4.812134
1 2.131462 0.370775
1 0.490752 4.985401
1 2.198024 3.361662
1 1.640904 1.056795
1 0.845160 5.269992
1 2.315142 4.976435
1 2.194504 3.468816
1 1.675144 4.998760
1 2.203286 1.685987
1 1.089043 5.508538
1 2.424048 5.550565
1 2.444637 1.891583
1 1.161580 5.205190
1 2.287448 2.841434
1 1.475107 3.777272
