seed=1
x y
-0.290358 -0.956106
0.202014 -0.145521
-0.938169 0.156499
0.186155 -0.489675
-0.429063 -0.798774
-0.598694 0.775270
0.720169 -0.620291
-0.831920 0.500451
0.565293 -0.584796
-0.620336 0.083510
0.088042 -0.187443
-0.183253 0.415654
0.392403 0.613569
0.931490 -0.358012
-0.473964 0.161470
0.055585 0.624656
0.633336 0.754205
0.730966 0.644764
0.880215 -0.159139
-0.182970 -0.364792
-0.312862 -0.858143
-0.775566 0.613358
0.577109 -0.816480
-0.863101 0.486100
0.598410 -0.345102
-0.325289 -0.782529
-0.749181 -0.525521
-0.541143 -0.684960
-0.664599 0.630669
0.135852 0.327580
0.230916 0.333949
-0.738177 -0.148946
-0.258413 -0.965582
-0.596802 0.525119
-0.125964 0.026307
0.203129 0.839283
-0.965954 0.111473
0.092291 -0.875360
-0.867543 0.114837
0.218343 -0.450536
-0.453280 -0.072179
-0.072439 -0.425454
-0.418239 -0.350213
-0.356559 0.230771
0.107786 0.804312
0.444066 0.200378
0.716246 0.322572
0.039174 -0.213648
-0.757783 -0.392838
-0.378932 0.827045
0.846378 0.226200
0.258915 0.214056
0.191117 -0.814364
-0.413483 -0.684040
-0.915092 -0.394007
-0.426215 0.901929
0.780221 -0.592842
-0.592807 -0.780223
-0.947695 -0.262953
-0.321548 0.556848
0.564911 0.113111
0.061275 -0.882309
-0.882155 -0.062069
-0.116417 -0.468875
-0.264191 -0.875529
-0.957589 -0.016102
-0.018310 -0.996709
-0.546864 -0.422607
-0.923978 -0.200941
-0.233972 -0.556876
0.851683 -0.325906
-0.567891 -0.230281
-0.191848 0.950984
-0.719337 0.277332
0.301252 0.204095
0.143907 -0.988792
-0.999660 0.018339
0.026177 -0.000659
-0.000586 0.815953
0.278857 -0.506858
-0.567997 -0.656600
-0.942873 -0.330886
-0.431778 -0.471642
-0.424075 -0.797007
-0.539937 -0.768342
-0.274475 0.291818
0.687440 -0.490890
-0.355419 0.549193
0.322336 0.238583
-0.749426 -0.649198
-0.774227 0.178618
0.178042 0.782374
0.786766 0.054957
0.061111 -0.054015
-0.051613 -0.565698
-0.373905 0.904847
0.967382 -0.236908
-0.077827 -0.425170
0.679194 0.101443
-0.383663 0.338088
0.270210 0.944328
0.941977 -0.282188
-0.133576 -0.664563
-0.725588 0.072203
0.121159 -0.986393
-0.970662 0.196019
0.093065 0.584582
0.525843 -0.849044
-0.937502 0.204483
0.188804 0.977643
0.827091 -0.518059
-0.682174 -0.638735
0.343585 0.059308
0.310544 -0.620053
-0.629412 0.081244
0.047309 -0.915783
0.860958 0.508216
0.662817 0.345771
0.297017 -0.927264
-0.638222 -0.646313
-0.521280 -0.584728
-0.802092 -0.523200
-0.582741 -0.804242
-0.652091 0.631657
0.377039 0.478385
0.498708 0.387887
-0.721728 -0.537008
-0.694174 0.717404
0.890697 0.058155
0.066620 -0.422312
-0.277649 0.944234
0.866292 -0.393856
-0.617221 0.356754
0.311502 0.902623
0.678587 0.582390
0.824792 0.555037
0.467646 0.857749
0.934465 0.349790
0.411614 0.863094
0.878194 -0.338148
-0.398263 0.328559
0.331581 -0.310935
-0.249887 0.942677
0.960714 -0.070847
-0.082140 0.704545
0.518108 0.851749
0.968636 0.157265
0.184570 -0.743830
-0.734764 0.311462
0.342172 -0.101015
-0.061778 0.959003
0.935667 -0.166081
-0.245020 -0.831341
-0.839539 -0.125774
0.305640 -0.789234
-0.920806 0.140562
0.230616 0.662698
0.624090 0.584286
0.539317 0.789120
0.800869 0.497849
-0.614354 0.788535
-0.682605 0.673074
0.747051 -0.654073
-0.747244 -0.647355
-0.656213 0.732328
0.741855 -0.635887
-0.744123 -0.097724
-0.061118 0.934613
0.580736 -0.369599
-0.702763 0.711389
0.788460 0.574493
0.682457 -0.118350
-0.127138 -0.103957
-0.084613 -0.944992
-0.946826 0.020774
0.015483 0.963821
-0.745516 -0.503191
-0.811598 -0.354310
-0.336985 0.883712
0.697219 0.695080
0.687167 0.700111
0.914535 -0.150993
-0.178895 -0.319607
-0.308479 0.517075
0.499498 0.538979
0.484905 0.797765
0.557324 0.758811
0.788637 -0.545393
-0.630302 0.775127
0.590302 -0.673238
-0.150363 -0.178786
-0.459258 0.347712
-0.866545 -0.153874
-0.214860 0.976349
0.928663 0.363559
0.197888 0.659137
0.773861 -0.121168
-0.119846 0.767400
0.911938 -0.375153
-0.406076 -0.837168
-0.565153 0.733658
-0.232902 -0.348410
0.241973 0.275394
0.995371 0.032299
0.041458 0.865934
-0.264147 -0.922911
-0.915792 -0.305773
-0.228224 -0.926939
-0.873907 -0.308235
-0.288747 -0.843834
-0.916102 -0.349362
-0.328858 0.942447
0.957697 -0.251187
-0.250977 0.958030
0.797520 0.565185
0.800154 -0.147522
-0.162914 -0.333479
-0.328690 0.358912
0.356239 0.397179
0.380053 0.615965
0.313388 -0.923773
0.785726 0.352762
0.618333 -0.596907
-0.534152 -0.818844
-0.889207 -0.164012
-0.180048 0.670421
0.576875 -0.769738
-0.497596 -0.730406
-0.816519 0.470180
0.726918 0.352244
0.356724 0.689639
0.272478 -0.608244
0.403370 -0.315598
-0.678524 -0.647058
-0.770673 0.632835
0.629149 0.772572
0.658049 0.734453
0.606187 -0.768257
-0.672794 -0.628162
0.702000 0.539865
0.669010 -0.721717
-0.912863 -0.258900
-0.279049 -0.801806
-0.747715 0.576690
0.460480 0.874464
-0.651865 0.178102
0.457731 0.498274
0.513310 -0.162286
-0.104627 -0.966571
-0.675757 0.389788
-0.378442 -0.068368
-0.342283 0.149908
0.091794 -0.956402
-0.854406 0.301500
0.533997 -0.244362
-0.077759 -0.571684
-0.810433 -0.535312
-0.614146 0.476018
0.491540 -0.463164
-0.479293 0.172225
0.149705 0.901613
0.044523 -0.069730
-0.204541 0.127624
-0.976072 -0.091818
-0.087066 0.993268
0.895365 -0.427334
-0.587388 -0.478681
-0.345307 0.927983
0.584341 0.473541
0.790451 -0.610489
-0.564529 0.803818
0.833698 0.537642
0.364959 0.714174
0.961131 -0.226246
-0.262147 -0.956218
-0.971786 0.166365
0.216059 0.122748
0.117851 -0.567834
-0.501644 0.758337
-0.477977 -0.648597
-0.656660 -0.479495
-0.630403 0.724887
0.566723 0.605699
0.952002 -0.292378
-0.256426 0.953041
0.949937 0.264334
0.133783 -0.602905
0.877312 -0.042254
-0.014174 0.552061
-0.486078 0.771976
0.536042 -0.781050
0.804654 -0.402822
-0.648204 0.606891
0.440691 -0.867637
-0.804614 -0.488227
-0.337662 0.647324
-0.440283 0.084507
0.153770 0.745418
0.974828 0.201605
0.219333 -0.929568
-0.566207 0.099006
0.310359 0.535348
0.377453 -0.919183
-0.562859 -0.250931
-0.701297 0.270741
0.283358 -0.501042
-0.405272 -0.894394
-0.356477 -0.184196
-0.638734 0.769356
0.868481 -0.403736
-0.444749 -0.696963
-0.687323 -0.507541
-0.119244 0.382760
0.483372 0.126501
0.432996 0.700490
0.684977 -0.531185
-0.401540 -0.904510
-0.998022 0.046235
0.063452 0.259453
0.238340 0.715150
0.658660 0.633743
0.522917 0.851298
0.964790 -0.129068
-0.144486 0.828921
0.533840 -0.764600
-0.880803 -0.448367
-0.365515 -0.044504
-0.185847 0.956424
0.837272 0.122739
0.249589 0.263625
0.262699 0.296359
0.048194 0.310742
0.394631 -0.671660
-0.977233 0.027208
0.043024 -0.220631
-0.220399 -0.100147
-0.100361 0.178985
0.176574 0.334343
0.235261 -0.970819
-0.772869 0.496082
0.804069 0.090721
0.096683 -0.587970
-0.578689 0.328172
0.109176 -0.580798
0.419163 0.264003
0.882910 0.027311
0.031335 -0.357331
-0.356376 -0.144306
-0.108046 -0.991073
-0.848409 0.485928
0.499881 -0.851311
-0.743259 -0.564398
0.578631 0.760858
0.821423 -0.542216
-0.711839 -0.563841
-0.595460 0.553437
0.419340 0.903201
0.973879 -0.220005
-0.297145 -0.230106
-0.230596 -0.269776
-0.123708 -0.795540
-0.722141 -0.191359
-0.433972 0.535879
0.552201 0.068930
0.058516 -0.945804
-0.767800 0.627262
0.755737 0.600101
0.699159 0.049313
0.051341 -0.512567
-0.512757 0.008861
0.006053 -0.991136
-0.958037 -0.214917
-0.256927 0.953416
-0.614769 0.052949
0.103038 -0.975748
-0.675006 0.409320
0.786772 0.446047
0.506669 0.190656
0.197699 0.042903
0.039253 0.752976
0.752921 0.044019
0.043372 0.792532
0.151545 0.329573
0.685043 -0.180746
-0.441202 0.487512
0.380369 -0.922374
-0.978775 -0.034907
-0.041417 -0.720614
-0.658704 0.628366
0.625277 0.670109
0.474653 0.828334
0.999361 -0.027855
-0.031129 0.960426
0.572985 -0.611599
-0.975773 -0.152630
-0.168742 -0.894565
-0.567447 0.032972
0.073800 0.990962
0.871365 -0.377481
-0.607598 -0.155730
-0.154129 0.651925
0.487791 -0.872617
-0.945206 0.292723
0.363186 -0.536267
-0.406583 0.913524
0.964384 -0.231078
-0.127969 -0.745729
0.056514 -0.059183
0.410158 0.368774
-0.681198 0.716205
0.346347 -0.588366
0.656014 0.562567
0.922837 0.326904
0.064368 -0.294986
-0.468329 0.045778
0.181717 0.488364
0.111723 -0.414871
-0.687154 0.281571
0.283702 -0.660568
-0.633427 0.535407
0.434364 0.900366
0.777816 0.583150
0.700980 0.705219
0.756197 0.595141
0.417136 -0.827817
-0.650860 0.446910
0.791829 -0.572539
-0.941922 0.165112
0.173689 0.960591
0.430156 -0.323007
-0.903191 0.363922
0.382382 -0.852955
-0.413716 0.604053
-0.843279 -0.252248
-0.468025 0.356309
0.289192 0.937926
0.927224 -0.336476
-0.409871 0.549775
0.441735 0.889684
0.389643 0.074450
0.124100 0.623354
0.339950 -0.124258
-0.403144 0.869196
0.685730 -0.469961
-0.862698 -0.094369
-0.079527 -0.994839
0.764402 0.442793
0.601451 -0.651125
-0.806574 0.561969
0.510864 -0.859378
-0.895297 0.441219
0.545582 -0.560671
-0.519926 -0.757095
-0.736700 -0.594956
-0.841429 0.502318
0.495704 -0.852125
0.804181 -0.594235
-0.722639 0.516721
0.559464 -0.426840
-0.339202 -0.937288
-0.767017 0.578940
0.702460 -0.708749
-0.846536 0.116895
0.040305 -0.571839
-0.783763 -0.058566
-0.032067 0.856679
0.576044 0.107248
0.213357 0.944595
0.858998 -0.343877
-0.369988 0.885375
-0.852860 -0.520404
-0.561720 -0.819221
-0.916953 0.033686
0.031090 0.981201
0.676529 -0.594900
-0.921990 0.144155
0.136861 -0.964633
-0.576049 -0.592573
-0.909334 0.415057
0.315071 0.857332
0.970727 -0.012504
-0.018202 -0.791618
-0.470411 -0.769915
-0.902791 -0.370769
-0.424309 -0.905193
-0.849142 0.518863
0.302250 -0.653296
-0.540118 -0.164907
-0.453288 -0.831879
-0.774907 -0.615093
-0.733667 0.255206
0.272099 -0.446018
-0.429158 -0.551588
-0.364006 0.896373
0.782424 -0.449637
-0.293201 0.582648
0.690782 -0.295710
-0.567862 0.782813
0.797018 0.523961
0.481506 0.870926
0.860523 0.031893
0.051897 0.952001
0.612869 0.642101
0.847304 -0.527635
-0.700347 0.283787
0.287660 -0.653171
-0.343397 -0.775359
-0.491937 0.212390
0.529087 -0.847888
-0.952953 -0.208209
-0.264038 0.062904
0.059348 -0.662366
-0.659910 0.160988
0.040858 0.457413
0.219105 0.050876
0.511246 0.028703
0.103390 0.548007
0.529125 0.470558
0.379189 -0.919009
-0.813695 -0.566227
-0.532628 -0.814074
-0.979324 -0.168349
-0.113288 0.860694
-0.956286 -0.275741
-0.260572 0.945770
0.408721 -0.333702
-0.737645 0.621249
0.626867 0.737562
0.367125 0.449327
0.277500 0.243990
0.880957 -0.466830
-0.638048 0.263379
0.274680 0.399446
0.212798 -0.857741
0.149880 -0.191603
-0.940058 -0.199022
-0.283623 0.836706
0.779429 -0.563242
-0.620591 0.561807
0.605305 0.014435
0.015232 0.027223
0.016440 0.962489
-0.979723 -0.141902
-0.165454 -0.817402
-0.804461 -0.315885
-0.356755 -0.177684
-0.073939 0.740456
0.725790 -0.028072
-0.053799 -0.987480
-0.862926 0.490103
0.687220 0.058647
0.036714 0.945228
0.892937 0.212208
0.371302 -0.382701
-0.338914 0.827458
-0.567560 -0.440778
-0.139998 0.541490
-0.346683 0.250197
0.653691 0.673715
0.686114 0.653176
0.888375 -0.380258
-0.443143 -0.550503
-0.373209 -0.902438
-0.672134 -0.478947
-0.301869 -0.474175
-0.771839 0.415160
0.658336 0.688767
0.321172 -0.619205
-0.898401 0.173862
0.153106 0.829399
0.819664 0.166656
0.339391 0.347087
0.142891 -0.813945
-0.325078 -0.169847
-0.778151 -0.424630
-0.415918 -0.815044
-0.680893 -0.732094
-0.610824 0.725020
-0.460839 -0.748254
-0.547579 0.170372
0.536078 0.298121
0.295339 0.583479
0.590037 0.133715
0.134326 -0.567026
-0.271000 0.763689
-0.355277 0.380723
0.998869 -0.047038
-0.026934 0.742001
-0.898280 0.217181
0.245095 -0.945826
-0.970201 -0.170818
-0.169175 -0.967547
-0.937142 -0.255233
-0.268511 -0.950462
-0.878826 0.387111
0.601864 -0.292793
-0.289984 0.642045
0.557644 -0.777867
-0.845893 -0.092888
-0.105170 0.276563
0.228237 0.915389
0.607961 -0.678328
-0.711430 -0.607147
-0.519939 -0.672910
-0.928166 0.358892
0.503759 0.379257
0.394045 -0.056486
-0.034133 -0.953366
-0.278276 -0.092982
-0.476112 0.865811
0.873481 -0.181898
-0.165056 0.819729
0.330760 -0.179519
-0.676273 -0.735377
-0.855684 -0.312364
-0.289190 0.933779
0.427851 -0.510599
-0.968290 0.234609
0.335636 0.358935
0.281794 0.947172
0.864881 0.500498
0.672772 0.061293
0.050124 0.985546
0.896835 0.440737
0.598989 0.193576
0.198590 -0.450799
-0.386128 0.844051
0.617293 -0.740368
-0.328769 -0.400508
-0.978125 0.156675
0.234263 0.284088
0.261294 0.729159
0.717740 0.382620
0.367826 -0.807112
-0.657712 0.752701
0.378719 -0.536351
-0.918337 -0.280174
-0.174511 -0.671138
-0.606892 0.532253
0.879189 -0.461623
-0.520717 -0.741800
-0.512191 0.796316
0.650105 -0.526396
-0.423088 -0.565466
-0.995187 0.021889
0.028639 -0.835775
-0.743834 -0.628848
-0.648967 -0.696506
-0.391914 -0.708853
-0.976036 0.026770
0.030237 -0.999543
0.724234 0.334257
0.633408 -0.646560
-0.569750 -0.814867
-0.842857 0.505707
0.434904 -0.891851
-0.576152 -0.515162
-0.833647 0.550619
0.386269 -0.755585
-0.330127 -0.278232
-0.713537 -0.603747
-0.515610 0.673306
0.107838 0.111099
0.800658 -0.468283
-0.727554 -0.456881
-0.506541 -0.082197
-0.068261 -0.957109
-0.873225 0.482721
0.571226 0.655630
0.114291 -0.275073
0.687793 -0.710420
0.560684 -0.387205
-0.774413 0.628532
0.554242 -0.815598
0.896372 0.333361
0.199615 -0.635068
-0.768260 0.120961
0.130664 0.813540
0.881549 -0.320867
-0.500228 -0.634880
-0.663150 0.149266
0.121322 -0.981942
-0.799830 0.521552
-0.917056 0.389519
0.519627 0.579590
0.229998 0.627734
0.618707 -0.687814
-0.961086 -0.177991
-0.227209 -0.014036
-0.009550 -0.996223
-0.996256 -0.005978
-0.008384 -0.603541
-0.584625 -0.432523
-0.440112 -0.499651
-0.496551 0.478065
0.440062 0.770472
0.175853 0.339884
0.997282 0.015063
0.021832 -0.314152
-0.306707 -0.412391
-0.396300 0.575112
0.588369 0.143905
0.146679 0.478772
0.465382 -0.449104
-0.463784 -0.103960
-0.050958 0.834694
0.704197 0.694335
0.747623 -0.664004
-0.646832 0.760025
0.124226 -0.184407
-0.765092 0.301257
0.607875 0.247738
0.148409 0.916938
0.686849 -0.331626
-0.206081 -0.460177
-0.996767 -0.073277
-0.094505 0.787899
0.834901 0.407801
0.209516 -0.740581
-0.763037 0.195083
0.399396 0.685584
0.706328 -0.024080
-0.003248 0.247283
0.887238 0.271210
0.269108 0.896494
-0.711044 -0.123805
-0.050780 0.696943
0.632974 -0.117621
-0.241222 -0.970391
-0.608644 -0.505619
-0.888619 -0.412711
-0.369074 0.928526
0.962466 0.269610
0.283184 -0.949145
-0.957387 0.242124
0.240620 0.960012
-0.795616 -0.058505
-0.109949 0.908903
0.882424 -0.343239
-0.408939 -0.255214
-0.244548 -0.646549
-0.588449 -0.686628
-0.324831 0.656665
0.672700 -0.324716
-0.727979 0.039559
0.041931 0.449054
0.312668 -0.946274
-0.717294 -0.511806
0.486168 0.003192
0.007588 0.957895
0.957441 -0.023222
-0.003681 -0.188294
-0.994302 0.100739
0.066204 0.830513
0.490818 -0.216639
-0.637465 -0.685580
-0.724573 -0.463885
-0.273316 -0.835946
0.689036 -0.081809
-0.205870 0.600676
0.600893 -0.200357
-0.208523 0.328081
0.137025 0.734305
0.790969 0.029910
0.067788 0.018284
0.017684 -0.495241
-0.456379 0.668843
0.693551 0.142208
0.151500 -0.316260
-0.121878 -0.691103
0.666408 0.116569
0.293827 0.677112
0.654688 0.501492
0.314159 -0.867533
-0.692322 0.211413
0.516587 0.091287
0.070791 -0.991033
-0.935310 -0.353730
-0.420023 0.815499
0.797496 0.500347
0.544152 0.604775
0.367624 -0.831930
-0.649229 0.404501
0.819662 0.339622
0.184513 0.801603
-0.793964 0.143150
0.300219 -0.520252
-0.120759 0.412218
-0.558228 0.540614
0.778368 -0.583484
-0.333845 0.572984
0.929425 0.147517
0.104915 -0.739190
-0.771520 -0.032876
-0.013592 0.347246
0.404838 -0.775075
-0.235486 0.193233
0.976324 -0.036239
-0.004051 -0.173433
-0.832677 -0.160545
0.549993 -0.087054
-0.290122 0.373106
0.200250 0.866056
0.687557 -0.306116
0.925483 0.342714
0.363334 -0.880222
-0.889392 -0.313599
-0.331687 -0.805679
-0.823440 -0.106956
-0.097110 -0.953970
-0.912839 -0.368713
-0.445277 0.539942
0.305268 0.054505
0.290786 -0.867742
-0.873937 -0.239071
-0.258753 0.698531
0.554676 -0.830489
-0.776767 -0.624635
-0.559316 -0.078069
-0.055498 -0.995440
-0.832378 0.425557
0.554460 -0.826785
-0.781479 -0.623549
-0.466429 -0.759951
-0.979037 0.181917
0.248654 0.672445
0.600617 0.716933
0.684461 0.690456
0.610834 0.791022
0.759085 -0.641533
-0.820743 -0.344473
-0.545530 -0.480010
-0.269417 -0.338958
-0.391256 0.379944
-0.307155 -0.156275
-0.770155 0.410972
0.455570 0.326270
0.320689 -0.556801
-0.176510 0.540676
0.564002 -0.175727
-0.542345 -0.027700
-0.020418 -0.999791
-0.758404 -0.494306
-0.817116 0.074070
0.082461 0.307542
0.208734 0.972569
0.820871 -0.442747
-0.120545 0.279278
0.607916 -0.464857
-0.201059 0.297389
0.512383 -0.306658
-0.302168 0.467886
-0.895214 -0.308562
-0.510615 0.056548
0.014957 -0.492801
-0.363552 -0.065672
-0.322022 -0.636335
-0.572747 -0.727370
-0.774141 0.293374
0.245528 0.964889
0.920267 0.034885
0.044487 0.998981
-0.915128 0.344811
0.354247 -0.920475
-0.811108 0.467376
0.718587 0.447172
0.317504 0.920598
0.709866 -0.462495
-0.812068 0.377220
0.095032 -0.407439
-0.577015 0.033814
0.043855 0.721953
0.542144 -0.156949
-0.224624 0.732566
0.847720 0.097737
0.073449 0.679819
-0.643579 0.724958
0.803482 0.271421
0.305360 -0.173132
-0.136375 -0.969960
-0.526081 -0.552433
-0.687637 0.567877
0.903142 0.189944
0.225676 0.191741
0.182012 -0.621752
-0.597875 -0.024892
-0.067021 0.894894
0.619752 -0.019659
-0.044773 0.992055
0.644969 0.552826
0.441112 -0.562550
-0.384384 -0.109437
-0.345435 0.922973
0.918934 -0.352493
-0.463859 0.777156
0.770921 0.493632
0.527516 -0.599785
-0.596812 -0.548304
-0.490435 -0.829005
-0.462303 -0.647856
-0.409277 0.350187
0.896646 -0.441564
-0.319903 -0.829315
-0.965593 0.071636
0.076402 -0.903423
-0.904130 0.051755
0.049403 -0.953402
-0.589811 -0.631452
-0.862321 0.002895
0.001584 0.523208
0.523154 0.002654
0.009750 0.109515
0.104687 -0.559752
-0.537724 -0.496488
-0.486361 -0.622115
-0.571370 -0.737008
-0.773430 0.391043
0.437872 -0.186990
-0.020609 0.211455
0.284477 -0.002177
-0.010167 0.995092
0.976718 -0.163679
-0.080423 -0.683929
-0.721503 0.651752
0.482793 -0.813996
0.942260 0.286703
0.193406 0.757372
-0.524567 -0.132991
-0.338273 -0.940594
-0.790922 -0.548012
-0.708309 -0.672125
-0.686985 -0.674609
-0.763390 0.157687
0.146679 -0.901460
-0.906312 0.266160
0.349693 -0.923180
-0.462497 -0.532401
-0.299828 -0.293567
-0.950799 0.308171
0.429709 0.191386
0.190733 -0.455363
-0.448914 0.361814
0.370973 -0.184168
-0.173406 0.699315
0.609924 0.738198
0.734568 -0.620063
-0.450975 -0.831158
-0.881576 0.293126
0.121429 0.435652
0.536299 0.114958
0.259621 -0.951620
-0.921512 0.322466
0.317668 -0.917444
-0.497852 0.113230
0.386816 0.667989
0.083866 -0.209451
-0.608082 0.132879
0.330921 -0.877196
-0.620965 0.713490
0.521355 -0.565170
-0.837241 -0.505506
-0.245264 -0.527027
-0.996228 -0.044602
-0.047432 0.975436
0.861715 0.504752
0.681933 -0.027091
-0.020285 -0.999359
-0.996079 0.080871
0.067190 0.940001
0.920508 -0.147518
-0.217315 -0.896977
-0.905753 -0.098445
-0.101056 -0.866894
-0.604034 0.747084
0.678816 -0.613503
-0.800104 -0.599686
-0.718996 0.522445
0.460672 -0.877415
-0.698747 -0.657919
-0.824996 -0.549810
-0.325668 -0.728005
-0.837916 -0.269803
0.485288 -0.404611
-0.844407 0.535310
0.706727 -0.017205
-0.016287 -0.847839
-0.847050 0.067891
0.034627 0.797205
-0.689292 -0.384244
-0.777972 0.237819
0.210568 -0.947695
-0.243400 -0.312474
0.950676 0.300060
0.677611 -0.568986
0.868581 0.316859
0.521444 0.520216
0.629740 -0.454805
-0.263156 -0.404104
-0.483427 -0.299376
-0.477141 0.685943
0.988223 -0.138662
-0.201582 0.074079
0.073108 0.372432
0.372543 -0.055998
-0.049115 0.874863
-0.546376 -0.761148
-0.116051 0.128643
0.982845 0.142354
0.160916 0.978639
0.588011 0.008035
0.024032 0.703431
0.679682 0.426421
0.426652 0.678010
-0.567909 -0.790235
-0.961126 -0.238752
-0.466209 -0.635839
-0.972461 -0.210666
-0.242387 -0.951024
-0.820763 -0.327937
-0.596272 -0.259804
-0.255490 0.665158
0.670310 -0.143397
-0.142292 -0.698269
-0.671348 0.470215
0.497682 -0.414325
-0.365422 0.853882
0.882117 -0.087943
-0.101455 -0.305452
-0.292718 0.541862
0.543808 0.251249
0.130269 -0.846675
-0.845761 -0.132054
-0.265625 -0.136196
-0.134482 0.402384
0.391903 0.440743
0.450394 -0.096537
-0.032282 0.613635
-0.510743 -0.662419
-0.998723 0.042462
0.058653 -0.272969
-0.069714 0.484258
0.230656 -0.034991
-0.226049 0.962245
0.880972 0.471893
0.637046 0.133411
0.112693 -0.960294
-0.838155 -0.543672
-0.570627 0.819472
-0.827778 -0.461913
-0.628159 0.733218
0.758742 -0.549581
-0.630263 -0.045630
-0.010418 0.420003
0.890776 -0.185458
-0.068734 -0.588385
-0.162996 0.055124
0.570839 0.561157
0.424995 -0.901417
-0.579200 -0.373319
-0.665356 0.735910
0.922642 0.091345
0.109318 -0.222197
-0.222190 0.110426
0.080138 -0.996102
-0.906513 0.397843
0.567128 0.351167
0.253859 -0.963223
-0.294231 0.276350
0.869079 0.215350
0.362574 0.735547
0.566854 -0.821154
-0.850821 -0.023677
-0.047144 -0.466033
-0.424687 0.708095
0.484515 0.832824
0.966724 -0.255476
-0.308833 -0.842201
-0.332172 0.536623
0.451553 -0.297537
-0.576782 -0.710489
-0.704895 0.577026
0.966271 0.181217
0.232852 0.193089
0.194383 -0.054565
-0.021752 -0.727798
-0.719679 0.051079
0.107143 0.929352
0.908007 0.300575
0.195909 0.870657
0.786018 0.038500
0.042060 -0.365510
-0.160417 -0.761279
0.358599 -0.087438
-0.382917 -0.853171
-0.524294 -0.308047
-0.243859 0.961827
0.518149 -0.218097
-0.685637 0.162353
0.164895 -0.624330
-0.339289 0.809497
0.848426 0.311617
0.556221 0.116303
0.117374 -0.502469
-0.414403 -0.871318
-0.512372 -0.648183
-0.893255 0.346071
0.348849 -0.885232
-0.904101 0.223804
0.206433 -0.965208
-0.957386 -0.251628
-0.251834 -0.957052
-0.920122 0.387451
0.417884 0.878994
0.817463 0.572467
-0.872138 0.134950
0.117202 0.987112
0.987703 -0.110803
-0.141814 0.556373
0.131618 0.419380
0.320363 0.570217
0.772398 -0.312176
-0.616388 0.263102
0.095582 0.630760
0.603722 0.119762
0.346544 0.530197
0.089201 -0.299899
-0.611293 -0.004070
-0.012528 0.213954
0.185168 0.857149
0.755953 -0.636815
-0.737869 -0.396546
-0.439381 -0.009752
-0.009942 -0.229590
-0.210596 -0.720906
-0.263774 0.570579
-0.568370 0.792153
0.410419 -0.060594
-0.161605 -0.919246
0.986698 -0.126632
-0.187863 -0.105300
-0.104985 -0.241351
-0.229607 -0.584552
-0.548991 0.612786
-0.497911 0.053920
0.191654 -0.689376
-0.679788 -0.336471
-0.297704 0.908583
0.932303 -0.014326
-0.017310 0.157245
0.143331 -0.745196
-0.742467 0.200457
0.150033 0.985295
0.928715 -0.321814
-0.458022 -0.603656
-0.423074 -0.886318
-0.675885 -0.391724
-0.344885 0.056821
0.208746 0.966601
0.929768 0.300745
0.254170 -0.862597
0.646580 -0.732211
-0.482622 0.577425
0.400057 -0.375381
0.587638 -0.548293
-0.479034 0.850418
0.701055 -0.691903
-0.898922 0.186161
0.220294 0.195292
0.182285 -0.686559
-0.321759 -0.710550
-0.919014 0.124724
0.176182 -0.952307
-0.930380 -0.312124
-0.189801 0.807070
-0.996930 -0.014293
-0.012594 -0.958920
-0.852197 -0.292195
-0.521641 0.285975
0.254869 0.864742
0.839205 -0.416745
-0.455285 0.648091
0.368937 -0.797062
-0.959811 -0.140043
-0.117181 0.874780
0.877756 0.109079
0.109649 0.880633
0.495827 0.258318
0.736135 0.554743
0.568910 0.682019
0.757942 -0.642286
-0.485270 0.721283
-0.514985 0.406309
0.341150 -0.446625
-0.981125 -0.099564
-0.132912 0.863440
0.866832 0.016378
0.003240 -0.337412
-0.334751 0.007970
0.045784 0.422864
0.060985 -0.271948
-0.780284 -0.234845
-0.202987 -0.962467
0.913561 -0.221769
-0.268328 -0.022501
-0.011787 -0.887186
-0.808713 0.242795
0.191446 0.676252
0.747225 -0.249649
-0.275002 0.036031
0.035678 -0.384406
-0.197099 -0.846486
-0.465449 -0.256178
-0.783509 -0.449135
-0.436121 -0.829969
-0.833157 -0.421396
-0.317832 0.920477
0.241478 -0.212619
-0.987637 -0.053609
-0.041623 -0.950350
-0.813762 -0.376816
-0.337112 -0.928695
-0.928645 0.337308
-0.946509 0.234204
0.294965 -0.180718
-0.136863 -0.984273
-0.927495 -0.373614
0.831595 -0.492751
-0.314262 -0.813688
-0.948514 -0.082989
-0.129667 0.707148
-0.867195 0.454868
0.413267 -0.910581
0.443997 0.497002
0.706172 -0.514604
-0.292183 0.040466
0.267834 -0.165461
-0.147225 -0.826606
-0.830023 0.044282
0.049900 -0.212803
-0.126753 0.945791
-0.655523 -0.188487
-0.256650 0.826049
0.924776 0.061190
0.105532 0.503780
0.130236 -0.464639
-0.688764 -0.231934
-0.558312 0.158304
0.118576 0.992782
0.989521 -0.143943
-0.075537 0.688279
0.694577 -0.066020
-0.121321 0.991714
-0.850003 -0.315161
0.464101 0.576001
0.512637 0.794676
0.807314 0.461653
0.462366 -0.804967
-0.827531 0.335962
0.386663 -0.057710
-0.023551 -0.732673
-0.689048 0.489310
0.874043 -0.028423
-0.019514 0.953728
0.689671 -0.349899
-0.430369 0.784625
-0.951749 0.175509
0.193687 -0.977045
-0.772140 0.467078
